TABLE,PKEY,NAME,PROJECTID,SETID,PID,Device,Point,ADDRSLCT,ADDRESS,ALIAS,ALIASTYPE,P1,P2,P3,P4,P5,P6,P7,P8,TYPE,FORMAT,ISMODIFY,MSINPUT,MSOUTPUT,MSAUTOSUBS
DESetStatus,13753,4de000de-46f6-4e61-9607-cf72603c2f34,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,DC24",UC000971,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13754,ccfc92da-cae0-4f97-9272-a1261bdd90a4,0,GW3RMUC06,"PCPTHO_RC0009CM_COMMON,DCCB",UC0009CM,DCCB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13755,23eef36b-6c97-4e90-901c-fe613964aeb9,0,GW3RMUC06,"PCPTHO_RC0009CM_COMMON,DOOR",UC0009CM,DOOR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13756,e031de59-f12f-4ff1-b761-b4dc5150df71,0,GW3RMUC06,"PCPTHO_RC0009CM_T1,ES",UC000931,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13757,31b3171c-39eb-4ca7-9111-688b7ce838e2,0,GW3RMUC06,"PCPTHO_RC0009CM_L1,ES",,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13758,f1cd1eda-0cc8-496b-aae1-8964e468e464,0,GW3RMUC06,"PCPTHO_RC0009CM_T2,ES",UC000933,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13759,ef8cc066-9ac1-4cb8-b5fe-f3a572286a8c,0,GW3RMUC06,"PCPTHO_RC0009CM_T3,ES",UC000935,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13760,3713173d-7f62-4dad-b1ba-ba8f016a2303,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,ES",UC000971,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13761,fbfd53df-b85e-40cd-83de-8b6469cd102a,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,ES",UC000973,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13762,f7624cf3-aec1-4082-89ea-f853cb86621e,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,FI",UC000973,FI,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13763,37005b76-30a5-41ec-9232-624d157283bc,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,FI",UC000971,FI,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13764,f4cf278a-e178-4817-80ff-151b09e44e9b,0,GW3RMUC06,"PCPTHO_RC0009CM_L1,LBS",,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13765,d79afc4e-ae2e-4e27-971a-155f63e3a791,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,LBS",UC000971,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
