"TABLE","PKEY","NAME","PROJECTID","SETID","PID","ADDRSLCT","ADDRESS","ALIAS","ALIASTYPE","P1","P2","P3","P4","P5","P6","P7","P8","TYPE","FORMAT","ISMODIFY","MSINPUT","MSOUTPUT","MSAUTOSUBS"
"DESetStatus","21644","c776e59b-fc65-4891-9694-2190ceef177d","0","GW3RMUC31","PCPTHO_RC0099CM_K5,VCPR:S","0","268","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21645","4436c888-817d-44b6-8237-787ec42f0725","0","GW3RMUC31","PCPTHO_RC0099CM_K2,VCPR:S","0","118","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21646","4cb00b8f-1a25-482a-84a4-12bc41ca67ac","0","GW3RMUC31","PCPTHO_RC0099CM_K3,VCPR:S","0","168","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21647","7b1c76eb-b083-4a16-b5e0-87a6b7726939","0","GW3RMUC31","PCPTHO_RC0099CM_K1,VCPR:S","0","68","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21648","2f6540ad-d618-497e-bc68-80890a9d551f","0","GW3RMUC31","PCPTHO_RC0105CM_K3,BALR:S","0","805","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"DESetStatus","21649","ff42d53b-851a-453f-935b-70881d940226","0","GW3RMUC31","PCPTHO_RC0105CM_K4,BALR:S","0","852","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"DESetStatus","21650","8969db2a-5f51-44ae-bd49-b236f9cf584d","0","GW3RMUC31","PCPTHO_RC0105CM_K2,BALR:S","0","752","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"DESetStatus","21651","5d0d5034-c1eb-4df0-9240-ce7597658a36","0","GW3RMUC31","PCPTHO_RC0105CM_K1,BALR:S","0","702","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"DESetStatus","21652","9642da48-a31c-4ca6-9685-e2af4a3b4bb2","0","GW3RMUC31","PCPTHO_RC0105CM_COMMON,BATF:S","0","652","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21653","2ea4c813-f9e8-4494-a2db-226b6c21520e","0","GW3RMUC31","PCPTHO_RC0105CM_K1,CB:S","0","704","","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
