TABLE,PKEY,NAME,PROJECTID,SETID,PID,ADDRSLCT,ADDRESS,ALIAS,ALIASTYPE,P1,P2,P3,P4,P5,P6,P7,P8,TYPE,FORMAT,ISSCALE,SCALEOFFST,SCALEFACT,ISDEADBAND,DEADBAND,ISMODIFY,MSINPUT,MSOUTPUT,MSAUTOSUBS,MSUNIT
DESetAnalog,8462,ec3459fc-01c4-4032-924d-17a8f57e967e,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,VAB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8463,04393ca9-b335-4c51-8cc2-abe82b3bccfe,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,VAB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8464,f3dc4792-890f-407d-b330-61a8f2e351e0,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,VBC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8465,f0139247-004e-4266-9aef-951e2fc587f5,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,VBC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8466,9fbd8632-1f60-461f-ae84-7917276edc3e,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,VBC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8467,fc12ba71-7f9f-4603-8493-a898dcfea53f,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,VCA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8468,561296a1-6349-47f4-bbd4-acf15064fab7,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,VCA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8469,0491cdb2-ee84-4f04-9015-1578761acdb5,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,VCA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8470,f3b1a056-b34e-4680-be42-0d4c6f4b8eac,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,AGLA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8471,d67b09da-8fb5-4a6c-8159-89c9151484f8,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,AGLA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8472,ba32f556-8170-4088-aeef-63e162036329,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,AGLB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8473,1617c50a-4efe-42d7-ad5d-432ec26d211f,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,AGLB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8474,cad2c3c9-1a9d-43d4-b501-7ef4690fcf70,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,AGLC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8475,0ad71b7a-eb05-4490-94cb-d013c263c0ff,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,AGLC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8476,cf4e5b7b-6609-402d-bda4-ac24aabad162,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,IA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
